ID,Assignee,Documents Topic,Document Content
68,Kiệt,HOẠT ĐỘNG CỦA QUẢN TRỊ RỦI RO VÀ KIỂM SOÁT NỘI BỘ,"Hoạt động của Quản trị rủi ro và Kiểm soát nội bộ
Quản trị rủi ro
Với định hình chiến lược trở thành tập đoàn tài chính, doanh nghiệp chuyển đổi số toàn diện giai đoạn 2022 – 2026 của MB, Quản trị rủi ro đóng vai trò hết sức trọng yếu trong việc thực hiện chiến lược. Trong năm 2023, công tác quản trị rủi ro tại MB đã được thực hiện một cách hiệu quả, an toàn và bám sát chiến lược đề ra, góp phần đảm bảo hoạt động ngân hàng ổn định và phát triển bền vững. MB không ngừng ứng dụng các tiêu chuẩn quản trị rủi ro mới theo thông lệ quốc tế, hoàn thành chuẩn Basel II cho cả 3 trụ cột vào năm 2020 và tiếp tục thực hiện các bước chuẩn bị cho triển khai Basel III trong những năm tiếp theo.

Cơ cấu quản trị rủi ro
Với việc tuân thủ các nội dung quy định tại Thông tư 13 của NHNN và áp dụng các thông lệ của Ủy ban Basel, MB tiếp tục tổ chức kiện toàn hệ thống quản lý thông qua việc mô hình 3 tuyến bảo vệ đảm bảo phân tách rõ ràng chức năng, nhiệm vụ của từng tuyến, từ khối thực hiện kiểm soát Ngân hàng trong việc nhận diện, đánh giá, theo dõi và kiểm soát rủi ro. Trong đó, các khâu kiểm soát rủi ro mới sẽ liên kết mật thiết với Ban kiểm soát, đảm bảo hiệu quả hoạt động thực hiện bảo đảm an toàn đặc thù cho các dự án, đảm bảo phòng ngừa các rủi ro tiềm tàng, từ đó, MB đã giảm thiểu tối đa sự cố xảy ra. Năm 2023, MB đã ứng dụng các hệ thống, công nghệ thông tin, phát triển hạ tầng, tăng trưởng khách hàng, tỷ lệ xử lý các sự cố đạt mức cao nhất.

Tại MB, hoạt động quản trị rủi ro và kiểm soát được thực hiện bảo đảm các báo cáo nội bộ đều đến HĐQT, Ủy ban Quản trị rủi ro và báo cáo hàng năm về quản lý rủi ro NHNN, trong đó các báo cáo luôn đáp ứng kịp thời các tồn tại, hạn chế trong công tác quản lý rủi ro, nhằm cải tiến và phát triển một cách bền vững. Tại bộ phận rủi ro, các cấp độ kiểm soát tuyến an quyệt định trong toàn ngân hàng.

Cơ cấu quản trị rủi ro
Luồng báo cáo trực tiếp:

Ban Quản trị Rủi ro
Hội đồng Quản trị
Ủy ban Quản trị rủi ro
Ủy ban Quản trị cấp cao
Ủy ban Công nghệ và Chuyển đổi số
Tổng Giám Đốc
Hội đồng ALCO
Hội đồng Quản lý rủi ro
Hội đồng Xử lý nợ
Luồng trao đổi, hỗ trợ thông tin:

Vòng thủ tuyến bảo vệ thứ nhất

Các đơn vị kinh doanh
Phòng Quản lý tài chính
Phòng Ngân quỹ
Các phòng, ban khác
Vòng thủ tuyến bảo vệ thứ hai

Phòng Kiểm soát nội bộ
Khối Quản trị rủi ro
Quản trị rủi ro Tín dụng
Quản trị rủi ro Thị trường
Quản trị rủi ro Tác nghiệp
Vòng thủ tuyến bảo vệ thứ ba

Kiểm toán nội bộ
Thanh tra, Giám sát
Các đơn vị kiểm toán, thanh tra độc lập
Chức năng chính:

Thực hiện quản trị rủi ro tín dụng, thị trường, tác nghiệp.
Đảm bảo tuân thủ các quy định của pháp luật, các chuẩn mực quốc tế.
Kiểm tra, giám sát, đánh giá các rủi ro.
Thực hiện các biện pháp phòng ngừa rủi ro."
69,Duyên,Khung quản trị rủi ro,"- Khung quản trị rủi ro tại MB được xây dựng phù hợp với chiến lược kinh doanh của Ngân hàng, lợi ích của các cổ đông trên cơ sở đánh giá, phân tích các bối cảnh bên ngoài, bối cảnh nội bộ và các nguồn lực sẵn có của MB nhằm đảm bảo quản lý toàn diện các loại rủi ro trọng yếu trong hoạt động của Ngân hàng theo các thông lệ tốt, thông lệ quốc tế của Ủy ban Basel, COSO, ISO và quy định của Ngân hàng nhà nước. Chính sách quản lý rủi ro của MB và khẩu vị rủi ro được văn bản hóa, tuyên ngôn cụ thể để định hướng, nhận diện đẩy đủ các rủi ro đối với hoạt động kinh doanh của MB và được cập nhật định kỳ phù hợp với chiến lược kinh doanh và thực tiễn hoạt động của ngân hàng. Nguyên tắc, cơ chế quản lý và các ngưỡng, giới hạn kiểm soát các rủi ro trọng yếu được thiết lập và giám sát định kỳ đảm bảo phù hợp với khẩu vị và tình hình hoạt động kinh doanh.
Tại MB, hoạt động giám sát và báo cáo được triển khai bao gồm các báo cáo rủi ro nội bộ đến HĐQT, Ủy ban Quản lý rủi ro và
báo cáo hàng năm về quản lý rủi ro gửi NHNN , trong đó các báo cáo luôn cập nhật kịp thời các tồn tại, hạn chế trong công tác
quản lý rủi ro, nhận diện các rủi ro mới phát sinh tại MB và toàn Tập đoàn, là cơ sở để các cấp thẩm quyền ra quyết định trong
toàn ngân hàng.
- Khung quản trị rủi ro Là một sơ đồ hình kim tự tháp trình bày các yếu tố và khía cạnh khác nhau liên quan đến ""Chiến lược kinh doanh"".
Ở đỉnh kim tự tháp là khái niệm tổng quát ""Chiến lược kinh doanh"". Bên dưới chia nhỏ ra các loại hoặc khía cạnh của chiến lược quản lý rủi ro, bao gồm:
+ Chính sách và thủ tục quản lý rủi ro hoạt động (Chinh sach quan ly rui ro)
+  Chiến lược và hướng dẫn quản lý rủi ro trong các lĩnh vực khác nhau như tín dụng, thị trường, hoạt động, v.v. (Chien luoc quan ly rui ro...)
+  Cấp tiếp theo hiển thị các lĩnh vực rủi ro cụ thể hoặc loại rủi ro như rủi ro tín dụng, rủi ro hoạt động, rủi ro thị trường, rủi ro pháp lý/tuân thủ, rủi ro từ hệ thống không đầy đủ, rủi ro tập trung và các rủi ro khác.
+  Các phần ở dưới cùng đề cập đến việc duy trì hệ thống thông tin quản lý rủi ro phù hợp, thực hiện kiểm soát rủi ro và sử dụng các phương pháp phân tích rủi ro định lượng để quản lý rủi ro kinh doanh và hoạt động hiệu quả.
Tổng quát, sơ đồ này cung cấp một cái nhìn tổng thể có cấu trúc về các thành phần chính liên quan đến việc xây dựng và thực hiện một chiến lược quản lý rủi ro toàn diện cho doanh nghiệp từ góc nhìn của Việt Nam."
70,Duyên,Văn hoá rủi ro ,"- MB luôn đề cao và kiên định xây dựng văn hóa quản trị rủi ro. Tại MB, từng cán bộ nhân
viên đều ý thức được trách nhiệm nhận diện, đánh giá, kiểm soát, giảm thiểu và báo
cáo rủi ro của bản thân, từ đó xem xét, cân nhắc các yếu tố rủi ro trong quá trình thực
hiện chức năng, nhiệm vụ được giao. Năm 2023, hoạt động truyền thông văn hóa rủi
ro, các thông tin cảnh báo sớm, các dấu hiệu rủi ro, các giới hạn rủi ro được cung cấp
chính xác, kịp thời đến các đơn vị sở hữu rủi ro (tuyến bảo vệ thứ nhất), góp phần nâng
cao nhận thức của Đơn vị kinh doanh tại Chi nhánh và các Đơn vị quản lý trục dọc tại
Hội sở như : thường xuyên cập nhật và chuyển hóa các bài học kinh nghiệm quản trị
rủi ro dưới dạng các hình thức dễ tiếp cận và thu hút (video, truyện tranh,..) trên trang
web học tập và đào tạo nội bộ; truyền thông các công văn cảnh báo đến toàn hệ thống
khi có các tình huống vi phạm; khuyến nghị đối với các rủi ro tiềm ẩn phát sinh có ảnh
hưởng toàn hàng.
- Hàng năm, MB tổ chức các chương trình dành cho cán bộ nhân viên bao gồm đào tạo
cán bộ nguồn và các chương trình luân chuyển trải nghiệm (Hội sở - Chi nhánh và giữa
các Chi nhánh) trong đó nội dung đào tạo và chia sẻ liên quan đến Quản trị rủi ro luôn
nhận được sự quan tâm của cán bộ nhân viên, khẳng định văn hóa quản trị rủi ro luôn
được chú trọng và đồng hành cùng hoạt động kinh doanh tại Đơn vị.
- Trước xu hướng của cuộc cách mạng công nghiệp 4.0 nói chung và chuyển dịch ngân
hàng số nói riêng của MB, quản trị rủi ro đang ngày càng củng cố vững chắc và chuyển
dịch để đảm bảo quản trị hiệu quả những rủi ro phát sinh từ các mô hình kinh doanh
mới. Với những nỗ lực trong thời gian qua, sự bài bản trong triển khai và sự ủng hộ cao
của Hội đồng Quản trị, Ban lãnh đạo Ngân hàng, sự quyết tâm đồng lòng của toàn thể
cán bộ nhân viên, quản trị rủi ro tại MB chắc chắn sẽ có những bước tiến mới, thay đổi
mạnh mẽ về chất và thể hiện tốt vai trò là một trong hai nền tảng vững chắc giúp MB
khẳng định vị trí tiên phong trong việc áp dụng các chuẩn mực thông lệ và công cụ, mô
hình tiên tiến về quản trị rủi ro, đồng hành thúc đẩy các giá trị cùng kinh doanh, đảm
bảo hoạt động an toàn, bền vững, hiệu quả."
71,Duyên,Các loại rủi ro: ,"- RỦI RO TÍN DỤNG (RRTD)
- RỦI RO THỊ TRƯỜNG
- RỦI RO THANH KHOẢN
- RỦI RO LÃI SUẤT TRÊN SỔ NGÂN HÀNG
- RỦI RO TẬP TRUNG TRONG GIAO DỊCH TỰ DOANH
- RỦI RO HOẠT ĐỘNG (RRHĐ)
- RỦI RO CÔNG NGHỆ VÀ KINH DOANH LIÊN TỤC
- RỦI RO MÔ HÌNH"
72,Duyên,RỦI RO TÍN DỤNG (RRTD),"- Hoạt động quản trị rủi ro tín dụng năm 2023 tại MB được triển khai đồng bộ từ hệ thống khung chính sách, quy trình quản lý
rủi ro tín dụng (theo dõi, đo lường và kiểm soát rủi ro) cũng như các công cụ/mô hình đo lường rủi ro tín dụng; có sự phối hợp chặt chẽ giữa 3 vòng (tuyến) bảo vệ. Tăng trưởng tín dụng của MB năm 2023 đạt 28.3%, phù hợp với tốc độ tăng trưởng tín
dụng của Ngân hàng Nhà nước phân giao (29.04%) và định hướng chiến lược giai đoạn 2022 – 2026. Tỷ lệ nợ xấu trước liên
đới CIC được kiểm soát tốt (mức 1.23%), trích lập dự phòng đầy đủ đảm bảo nguồn tài chính sẵn sàng bù đắp cho các rủi ro
phát sinh (tỷ lệ dự phòng/nợ xấu trước CIC ở mức 122%). Công tác thu hồi nợ xấu được đẩy mạnh, quyết liệt đảm bảo cơ cấu
danh mục hợp lý, hiệu quả.
- MB đã hoàn thành xây dựng các mô hình xếp hạng tín dụng (A Score/B Score cho Khách hàng cá nhân, Scoring cho doanh
nghiệp siêu nhỏ, Rating cho khách hàng nhỏ và vừa, khách hàng lớn và định chế tài chính) theo phương pháp luận tiên tiến,
phù hợp với thông lệ, đặc điểm dữ liệu, khách hàng của MB.
- Các mô hình lượng hóa rủi ro hỗ trợ MB thực hiện chiến lược phát triển bán lẻ trong giai đoạn chiến lược 2022-2026 cũng như
mở rộng phân khúc doanh nghiệp SME/CIB/FI thông qua việc dự báo được chính xác khả năng vỡ nợ của khách hàng, chuẩn
hóa thông tin khách hàng, tiêu chí đánh giá, tự động thẩm định và phê duyệt trên hệ thống, quản lý và giám sát khách hàng
từng bước giảm thời gian xử lý hồ sơ, tăng trải nghiệm của khách hàng trên nhiều kênh. Ngoài ra, MB cũng tập trung triển khai
các mô hình đo lường rủi ro tín dụng theo phương pháp nâng cao (IRB): LGD – Ước lượng tỷ lệ tổn thất dự kiến và EAD – Ước
lượng giá trị dư nợ tại thời điểm vỡ nợ, từng bước chuẩn hóa đo lường tổn thất của khách hàng chính xác, tính toán vốn dựa
trên kết quả xếp hạng tín dụng nội bộ và xây dựng biểu lãi suất dựa trên rủi ro
- Công tác giám sát, quản lý và cảnh báo sớm rủi ro từng bước được thực hiện dựa trên mô hình thống kê kết hợp với dữ liệu
về hành vi khách hàng nhằm kịp thời phát hiện danh mục khách hàng cảnh báo sớm rủi ro và có các giải pháp quản lý, hỗ
trợ cũng như thu hồi nợ đối với khách hàng, danh mục hiệu quả, kịp thời điều chỉnh các chính sách, quy định sản phẩm và
chính sách khách hàng phù hợp. Bên cạnh đó, MB cũng từng bước thực hiện giải pháp bán chéo, bán thêm, cấp và quản lý
việc sử dụng hạn mức tín dụng của khách hàng chủ động thông qua biến động hành vi của khách hàng nhằm đảm bảo gia
tăng trải nghiệm khách hàng, tham gia sâu vào hành trình khách hàng, đảm bảo giữ chân và khai thác sâu các khách hàng
có hành vi tốt và ứng dụng kết quả lượng hóa trong định giá khoản vay, ra quyết định dựa trên rủi ro."
73,Duyên,RỦI RO THỊ TRƯỜNG,"- Rủi ro thị trường là rủi ro do biến động bất lợi của lãi suất, tỷ giá, giá chứng khoán và giá hàng hóa trên thị trường đối với giá
trị danh mục tài sản tài chính của ngân hàng. Rủi ro thị trường bao gồm: Rủi ro lãi suất, Rủi ro ngoại hối, Rủi ro giá cổ phiếu,
Rủi ro giá hàng hóa.
- MB xây dựng khung quản lý rủi ro thị trường là sự kết hợp chặt chẽ giữa cơ cấu tổ chức theo nguyên tắc ba tuyến bảo vệ và hệ
thống quy định nội bộ, mô hình, hạn mức...; Rủi ro thị trường được quản lý theo quy trình nhận dạng, đo lường, theo dõi, kiểm
soát, và báo cáo, trong điều kiện bình thường và điều kiện biến động mạnh về giá chứng khoán, giá hàng hóa, tỷ giá, lãi suất.
Rủi ro thị trường được đánh giá, nhận dạng toàn diện trong các giao dịch, sản phẩm, trạng thái trên Sổ kinh doanh của MB,
được đo lường và giám sát trong ngày giao dịch thông qua hạn mức và các ngưỡng cảnh báo.
- Năm 2023, bên cạnh việc rà soát, định kỳ cập nhật chính sách, quy chế, quy trình..., MB cũng tập trung hoàn thiện nâng cấp hệ
thống đo lường, quản lý rủi ro thị trường, đồng thời nghiên cứu triển khai áp dụng tiêu chuẩn Basel III.
Bên cạnh đó, MB hoàn thiện xây dựng công cụ đo lường rủi ro thanh khoản theo chuẩn Basel III như LCR, NFSR trong công tác quản trị, điều hành; Đồng thời bước đầu triển khai dự án ALM và Basel III ứng dụng trong công tác quản lý rủi ro thanh khoản tiến gần hơn tới các chuẩn mực quốc tế."
74,Duyên,RỦI RO THANH KHOẢN,"Rủi ro thanh khoản là rủi ro do:
► Ngân hàng không có khả năng thực hiện các nghĩa vụ trả nợ khi đến hạn; hoặc
► Ngân hàng có khả năng thực hiện nghĩa vụ trả nợ khi đến hạn nhưng phải trả chi phí cao hơn mức chi phí bình quân của thị
trường theo quy định nội bộ của ngân hàng.
MB xây dựng khung quản lý rủi ro thanh khoản: là sự kết hợp chặt chẽ giữa cơ cấu tổ chức theo nguyên tắc ba tuyến bảo vệ và hệ
thống quy định nội bộ, mô hình, hạn mức...; Rủi ro thanh khoản được quản lý theo quy trình nhận dạng, đo lường, theo dõi, kiểm soát, và báo cáo, trong điều kiện kinh doanh thông thường, điều kiện kinh doanh có khủng hoảng và điều kiện kinh doanh có triển khai sản phẩm mới cũng như thị trường mới; đảm bảo tuân thủ nghiêm ngặt các quy định của Ngân hàng Nhà nước về tỷ lệ khả năng chi trả và thanh khoản trong hoạt động ngân hàng.
Năm 2023, ngoài việc theo dõi, kiểm soát rủi ro thanh khoản chặt chẽ hàng ngày, MB chủ động thực hiện kiểm tra sức chịu đựng về
thanh khoản. Các kịch bản kiểm tra sức chịu đựng mà Ngân hàng sử dụng được thiết kế ở các cấp độ và quy mô khác nhau. Các
tình huống “diễn tập” giúp MB đưa ra khuyến nghị và xây dựng kế hoạch dự phòng thanh khoản trên cơ sở nhận diện, đánh giá khả
năng khủng hoảng thanh khoản và đưa ra các biện pháp xử lý kịp thời nhằm đảm bảo thanh khoản cho MB và phù hợp với các mức
độ và kịch bản khủng hoảng thanh khoản."
75,Duyên,RỦI RO LÃI SUẤT TRÊN SỔ NGÂN HÀNG,l
76,Duyên,RỦI RO TẬP TRUNG TRONG GIAO DỊCH TỰ DOANH,"- Rủi ro tập trung là rủi ro do ngân hàng có hoạt động kinh doanh tập trung vào một khách hàng (bao gồm người có liên quan), đối
tác, sản phẩm, giao dịch, ngành, lĩnh vực kinh tế, loại tiền tệ ở mức độ có tác động đáng kể đến thu nhập, trạng thái rủi ro theo quy
định nội bộ của ngân hàng. Rủi ro tập trung bao gồm rủi ro tập trung đối với hoạt động cấp tín dụng và rủi ro tập trung đối với hoạt
động giao dịch tự doanh.
- Đối với rủi ro tập trung trong hoạt động tự doanh, MB đã xây dựng chiến lược quản lý rủi ro tập trung và hạn mức tập trung giao
dịch tự doanh theo đối tác giao dịch, sản phẩm giao dịch, loại tiền tệ, đồng thời xây dựng các tiêu chí xác định danh mục giao dịch
tự doanh để áp dụng hạn mức tập trung giao dịch tự doanh đảm bảo mức độ đa dạng và mức độ tương tác."
77,Duyên, RỦI RO HOẠT ĐỘNG (RRHĐ),"- Là rủi ro do các quy trình nội bộ quy định không đầy đủ hoặc có sai sót, do yếu tố con người, do các lỗi, sự cố của hệ thống hoặc do các yếu tố bên ngoài làm tổn thất về tài chính, tác động tiêu cực phi tài chính đối với ngân hàng. Rủi ro hoạt động không bao gồm rủi ro danh tiếng và rủi ro chiến lược.
MB xác định rõ mục tiêu của quản trị RRHĐ trong ngân hàng nhằm:
► Giảm thiểu tổn thất rủi ro hoạt động để bảo vệ ngân hàng, cổ đông và khách hàng.
► Kiểm soát RRHĐ nằm trong các ngưỡng giới hạn RRHĐ được BLĐ Ngân hàng phê duyệt.
► Nhận diện sớm các RRHĐ tiềm ẩn, đưa ra các biện pháp kiểm soát phù hợp, hiệu quả, giúp phòng ngừa rủi ro phát sinh.
► Phát hiện kịp thời các RRHĐ phát sinh, triển khai nhanh, hiệu quả các biện pháp xử lý, kế hoạch hành động nhằm hạn chế tối
đa tổn thất tài chính, phi tài chính cho ngân hàng .
► Đảm bảo nhận diện, đo lường, giám sát, kiểm soát đầy đủ các loại sự kiện rủi ro hoạt động.
- Nhằm thực hiện công tác quản trị RRHĐ bài bản theo thông lệ quốc tế, MB đã ban hành đầy đủ hệ thống văn bản chính sách áp
dụng cho rủi ro hoạt động theo yêu cầu của Thông tư 13/2018/TT-NHNN, đảm bảo nguyên tắc quản trị rủi ro và khẩu vị rủi ro của MB, như Chiến lược quản lý RRHĐ – được tích hợp trong Chính sách QLRR chung cấp HĐQT, Quy định xử lý các trường hợp khẩn cấp, Quy chế quản lý RRHĐ, Quy trình quản lý RRHĐ. Cơ cấu tổ chức quản lý rủi ro hoạt động được tổ chức và phân định chức năng theo mô hình 03 vòng (tuyến) bảo vệ đảm bảo tính phù hợp, hiệu quả và không phát sinh xung đột về lợi ích:"
78,Duyên,RỦI RO CÔNG NGHỆ VÀ KINH DOANH LIÊN TỤC,"- Năm 2023, MB tiếp tục là một trong những ngân hàng có những bước tăng tốc vượt bậc về chuyển đổi số, áp dụng các công nghệ mới, các phương pháp làm việc mới (Agile, Scrum, DevOps), cùng với đó là áp dụng các chuẩn mực quốc tế tốt nhất để quản trị loại rủi ro tại mảng việc này: như tiêu chuẩn COBIT, ITIL, tiêu chuẩn ISO 27001, ... phục vụ kinh doanh và kiểm soát rủi ro. MB cũng triển khai hợp tác với nhiều đối tác chiến lược trên thị trường (IBM, Mckinsey...) để thực hiện dự án chuyển đổi toàn diện CNTT, nhằm nâng cao năng lực cạnh tranh, đảm bảo hoạt động ổn định, chính xác, an toàn hệ thống và hiệu quả về nguồn lực đầu tư cũng như nâng cao chất lượng phục vụ, thu hút khách hàng.
Quản lý rủi ro công nghệ thông tin: Thiết lập một cơ chế quản lý toàn diện các rủi ro khi thực hiện hoạt động liên quan đến hệ thống CNTT, góp phần bảo đảm đạt được các mục tiêu CNTT của tổ chức: (i) bảo đảm phục vụ đúng chiến lược của tổ chức, (ii) hoạt động ổn định, chính xác, bảo đảm an ninh an toàn hệ thống và hiệu quả về nguồn lực đầu tư, (iii) tuân thủ pháp luật và thông lệ ngành(nếu có).
- Quản lý rủi ro thuê ngoài: Giúp bảo đảm kiểm soát rủi ro cũng như chất lượng của sản phẩm/dịch vụ cung cấp tới Khách hàng, giảmthiểu sự ảnh hưởng của các rủi ro hoạt động thuê ngoài có thể gây ra cho hoạt động kinh doanh của MB.
Quản lý kinh doanh liên tục (BCM): Giúp bảo đảm tính liên tục trong việc cung cấp sản phẩm dịch vụ tới Khách hàng, giảm thiểu sự ảnh hưởng của các sự cố lớn gây gián đoạn hoạt động kinh doanh của MB; giảm thiểu tổn thất tài chính, giữ vững thương hiệu và hình ảnh của MB
- Để đảm bảo tính chất thông suốt trong hoạt động kinh doanh, MB đã chủ động thực hiện:
• Ban hành quy định xử lý các trường hợp khẩn cấp để sẵn sàng các phương án xử lý khi phát sinh rủi ro, đảm bảo uy tín
và an toàn của MB;
• Ban hành quy định Phòng chống khủng bố và phân công xây dựng phương án bảo vệ các hạng mục trọng yếu của Ngân
hàng để phòng ngừa và ứng phó nếu khủng bố xảy ra;
• Ban hành quy chế Quản lý kinh doanh liên tục để dự phòng các phương án cung cấp các hoạt động kinh doanh trọng yếu
(sản phẩm/dịch vụ) cho Khách hàng ở mức độ nhất định trong trường hợp xảy ra sự cố gián đoạn;
• Xây dựng hệ thống dự phòng thảm họa DRP (Disaster Recover Plan) cho các hệ thống công nghệ thông tin quan trọng như
core banking, thanh toán, eMB,... và tổ chức diễn tập hàng năm để phòng ngừa rủi ro gián đoạn và đảm bảo tính liên tục
trong hoạt động kinh doanh;
• Xây dựng phương án phòng chống bão lũ, hỏa hoạn tại các trụ sở của chi nhánh và tổ chức diễn tập hàng năm nhằm
chuẩn bị sẵn sàng đối phó nếu rủi ro phát sinh thực tế."
79,Duyên,RỦI RO MÔ HÌNH,"- Là rủi ro từ những quyết định dựa trên việc sử dụng không chính xác thông tin đầu ra của mô hình, các lỗi này có thể xuất phát từ quá trình xây dựng, triển khai hệ thống, hoặc ứng dụng mô hình. Rủi ro mô hình có thể dẫn đến tổn thất tài chính, ra quyết
định kinh doanh thiếu tính chiến lược, hoặc ảnh hưởng tới danh tiếng của ngân hàng.
- Trong những năm gần đây MB đã xây dựng thành công tập hợp lớn 160 các mô hình bao gồm: các mô hình ứng dụng các lĩnh
vực kinh doanh bao quát toàn bộ hành trình của tất cả các phân khúc khách hàng; các mô hình phục vụ hoạt động tài chính,
các mô hình phục vụ tuân thủ IFRS 9; các mô hình phục vụ công tác quản trị rủi ro. Các mô hình đều có độ tin cậy cao, được
kiểm nghiệm chắc chắn, hỗ trợ tối ưu hóa, tăng cường tự động hóa toàn bộ quy trình cấp tín dụng đến khách hàng. Đặc biệt,
kết quả của các mô hình ứng dụng kinh doanh theo phân khúc khách hàng và cả theo sản phẩm đã giúp ngân hàng đưa ra
các quyết định hiệu quả hơn trong quá trình lựa chọn khách hàng ngay từ đầu vào, thẩm định phê duyệt tín dụng, chuẩn hóa
thông tin mẫu biểu đối với các phân khúc đặc biệt là KHCN và SME nhỏ, giúp tối ưu trải nghiệm cho khách hàng.
Hệ thống Scoring triển khai đồng bộ từ khâu tiếp xúc khách hàng, thẩm định, phê duyệt, giám sát khoản vay và thu hồi nợ, đồng
thời được kết nối với 02 nền tảng số APP MBbank và BIZ MBbank đã hỗ trợ thu hút được số lượng khách hàng mới đột phá,
giúp dẫn đầu thị trường về số lượng khách hàng mới sử dụng nền tảng số và tốc độ tăng trưởng số lượng giao dịch. MB tiếp
tục phát triển các mô hình, công cụ cho phép khách hàng tự phục vụ toàn bộ trên 02 nền tảng APP MBbank và BIZ MBbank.
- Mục tiêu tỷ lệ phê duyệt tự động đối với khoản vay KHCN và SME siêu nhỏ lên đến mức 70%.
- Tiên phong áp dụng các thông lệ quốc tế và chuẩn mực hàng đầu để nâng cao quy trình quản trị rủi ro. Các mô hình phục vụ
cho công tác quản trị và tuân thủ IFRS 9 giúp ngân hàng quản trị được các tình huống về tài chính, kinh tế hướng tới hoàn
thành các yêu cầu về Basel III và IFRS 9 trong năm tới. Kết quả của mô hình PD, LGD, LGD được ứng dụng để tính toán giá trị
tổn thất ước tính dự kiến, đo đạc cụ thể lợi ích của từng khách hàng mang lại, cân bằng với rủi ro ước tính của Khách hàng.
Bên cạnh đó, mô hình cảnh báo sớm rủi ro – Early Warning Signal cho phép nhận diện các khách hàng có dấu hiệu suy giảm
tài chính, khả năng trả nợ kịp thời có các giải pháp ứng xử phù hợp để hỗ trợ khách hàng phục hồi và kịp thời xử lý thu hồi nợ.
Mô hình Collection scorecard và phương pháp thu hồi nợ mới đáp ứng chiến lược bán lẻ của Tập đoàn giai đoạn 2022-2026,
giảm 25% tỉ lệ tỷ lệ NPL cho danh mục bán lẻ so với không áp dụng các chiến lược, tối ưu hóa năng suất thu hồi nợ, giảm chi
phí vận hành cũng như nâng cao trải nghiệm khách hàng."
