,topic,content,summary,full_content
56,,"Ông TRẦN TRUNG TÍN - Thành viên Hội đồng Quản trị độc lập
Năm sinh: 1956
Ngày bổ nhiệm: 27/04/2019
Tỷ lệ sở hữu: 0,0114%
Số lượng cổ phần: 594.614

Trình độ học vấn/chuyên môn:
• Học hàm Phó Giáo sư
• Tiến sĩ Quản lý kinh tế – Học viện Chính trị Quốc gia Hồ Chí Minh
• Cử nhân Báo chí – Trường sĩ quan Chính trị - Quân sự
• Cử nhân Chính trị – Học viện Chính trị Quốc gia Hồ Chí Minh
• Cử nhân Ngữ văn – Đại học Tổng hợp Hà Nội
• Cử nhân Tiếng Anh – Đại học Sư phạm Ngoại ngữ Hà Nội

Kinh nghiệm:
Đảm nhiệm nhiều chức vụ quan trọng tại Bộ Quốc Phòng, đồng thời Ông là người am hiểu lĩnh vực tài chính và tham gia nghiên cứu, giảng dạy bộ môn Tài Chính Ngân hàng tại Học viện Hậu Cần. Ông Tín được ĐHĐCĐ thường niên 2019 MB tín nhiệm bầu làm Thành viên HĐQT độc lập nhiệm kỳ 2019 – 2024.","Ông Trần Trung Tín, sinh năm 1956, là Thành viên HĐQT độc lập của MB từ 27/04/2019, sở hữu 0,0114% cổ phần. Ông có học hàm Phó Giáo sư, Tiến sĩ Quản lý kinh tế và nhiều bằng cử nhân.","
Ông TRẦN TRUNG TÍN - Thành viên Hội đồng Quản trị độc lập
Năm sinh: 1956
Ngày bổ nhiệm: 27/04/2019
Tỷ lệ sở hữu: 0,0114%
Số lượng cổ phần: 594.614

Trình độ học vấn/chuyên môn:
• Học hàm Phó Giáo sư
• Tiến sĩ Quản lý kinh tế – Học viện Chính trị Quốc gia Hồ Chí Minh
• Cử nhân Báo chí – Trường sĩ quan Chính trị - Quân sự
• Cử nhân Chính trị – Học viện Chính trị Quốc gia Hồ Chí Minh
• Cử nhân Ngữ văn – Đại học Tổng hợp Hà Nội
• Cử nhân Tiếng Anh – Đại học Sư phạm Ngoại ngữ Hà Nội

Kinh nghiệm:
Đảm nhiệm nhiều chức vụ quan trọng tại Bộ Quốc Phòng, đồng thời Ông là người am hiểu lĩnh vực tài chính và tham gia nghiên cứu, giảng dạy bộ môn Tài Chính Ngân hàng tại Học viện Hậu Cần. Ông Tín được ĐHĐCĐ thường niên 2019 MB tín nhiệm bầu làm Thành viên HĐQT độc lập nhiệm kỳ 2019 – 2024."
57,,"Ủy ban Quản trị Cấp cao:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái (từ 08/06/2023) - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Bà Vũ Thái Huyền - Thành viên Hội đồng Quản trị
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên
+ Ông Phạm Như Ánh - Tổng Giám đốc, Khách mời thường niên (từ 08/06/2023)","Ủy ban Quản trị Cấp cao của ngân hàng MB gồm 9 thành viên, do ông Lưu Trung Thái làm Chủ nhiệm từ 08/06/2023, với các thành viên chủ chốt như bà Vũ Thị Hải Phượng và ông Đỗ Minh Phương.","
Ủy ban Quản trị Cấp cao:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái (từ 08/06/2023) - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Bà Vũ Thái Huyền - Thành viên Hội đồng Quản trị
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên
+ Ông Phạm Như Ánh - Tổng Giám đốc, Khách mời thường niên (từ 08/06/2023)"
58,,"Ủy ban Nhân sự:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái (từ 08/06/2023) - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Ông Phạm Như Ánh - Tổng Giám đốc, Thành viên Ủy ban từ 08/06/2023
+ Ông Trần Minh Đạt - Phó Tổng Giám đốc
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên","Ủy ban Nhân sự của ngân hàng MB do ông Lưu Trung Thái chủ nhiệm, gồm các thành viên từ Hội đồng Quản trị và Ban Giám đốc, với ông Phạm Như Ánh là Tổng Giám đốc.","
Ủy ban Nhân sự:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái (từ 08/06/2023) - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Ông Phạm Như Ánh - Tổng Giám đốc, Thành viên Ủy ban từ 08/06/2023
+ Ông Trần Minh Đạt - Phó Tổng Giám đốc
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên"
59,,"Ủy ban Quản lý Rủi ro:
- Chủ nhiệm Ủy ban: Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Bà Vũ Thái Huyền - Thành viên Hội đồng Quản trị
+ Ông Trần Trung Tín - Thành viên Hội đồng Quản trị
+ Ông Phạm Như Ánh - Tổng Giám đốc, Thành viên Ủy ban từ 08/06/2023
+ Bà Phạm Thị Trung Hà - Phó Tổng Giám đốc
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên","Ủy ban Quản lý Rủi ro của ngân hàng MB do bà Vũ Thị Hải Phượng chủ nhiệm, gồm 9 thành viên và 1 khách mời thường niên.","
Ủy ban Quản lý Rủi ro:
- Chủ nhiệm Ủy ban: Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Nguyễn Thị Thùy - Thành viên Hội đồng Quản trị
+ Bà Nguyễn Thị Ngọc - Thành viên Hội đồng Quản trị
+ Ông Lê Viết Hải - Thành viên Hội đồng Quản trị độc lập
+ Bà Vũ Thái Huyền - Thành viên Hội đồng Quản trị
+ Ông Trần Trung Tín - Thành viên Hội đồng Quản trị
+ Ông Phạm Như Ánh - Tổng Giám đốc, Thành viên Ủy ban từ 08/06/2023
+ Bà Phạm Thị Trung Hà - Phó Tổng Giám đốc
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên"
60,,"Ủy ban Công nghệ và Chuyển đổi Số:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Ông Phạm Như Ánh - Tổng Giám đốc
+ Ông Nguyễn Xuân Học - Thành viên Ban Điều hành
+ Ông Vũ Thành Trung - Thành viên Ban Điều hành
+ Bà Phạm Thị Quỳnh - Giám đốc Khối Dữ liệu
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên","Ủy ban Công nghệ và Chuyển đổi Số của ngân hàng MB do ông Lưu Trung Thái chủ nhiệm, gồm 8 thành viên từ Hội đồng Quản trị, Ban Điều hành và các khối chức năng khác.","
Ủy ban Công nghệ và Chuyển đổi Số:
- Chủ nhiệm Ủy ban: Ông Lưu Trung Thái - Chủ tịch Hội đồng Quản trị
- Thành viên Ủy ban:
+ Bà Vũ Thị Hải Phượng - Phó Chủ tịch Hội đồng Quản trị
+ Ông Đỗ Minh Phương - Phó Chủ tịch Hội đồng Quản trị
+ Ông Phạm Như Ánh - Tổng Giám đốc
+ Ông Nguyễn Xuân Học - Thành viên Ban Điều hành
+ Ông Vũ Thành Trung - Thành viên Ban Điều hành
+ Bà Phạm Thị Quỳnh - Giám đốc Khối Dữ liệu
+ Bà Lê Thị Lợi - Trưởng ban Kiểm soát, Khách mời thường niên"
61,,"Ông PHẠM NHƯ ÁNH - Tổng Giám đốc
 Năm sinh: 1980
 Ngày bổ nhiệm: 18/05/2023

Trình độ chuyên môn:
 • Cử nhân Quản trị kinh doanh – Đại học Kinh tế Đà Nẵng
 • Thạc sỹ Quản trị kinh doanh - Học viện Quản trị kinh doanh UBI (Bỉ)

Kinh nghiệm:
Ông có gần 20 năm kinh nghiệm làm việc trong ngành tài chính, ngân hàng. Tại MB, ông từng đảm nhiệm nhiều vị trí chuyên môn và quản lý của ngân hàng như Giám đốc Chi nhánh, Giám đốc khối Hội sở, đến thành viên Ban điều hành phụ trách toàn bộ hoạt động kinh doanh khu vực phía Nam. Với sự dẫn dắt của ông, các đơn vị luôn hoàn thành vượt mức kế hoạch được giao, mang lại hiệu quả cho MB. Tháng 5.2023, Ông được tín nhiệm giao trọng trách Tổng giám đốc MB.","Ông Phạm Như Ánh, sinh năm 1980, được bổ nhiệm làm Tổng Giám đốc MB vào ngày 18/05/2023, có gần 20 năm kinh nghiệm trong ngành tài chính, ngân hàng và đã đảm nhiệm nhiều vị trí quan trọng tại MB.","
Ông PHẠM NHƯ ÁNH - Tổng Giám đốc
 Năm sinh: 1980
 Ngày bổ nhiệm: 18/05/2023

Trình độ chuyên môn:
 • Cử nhân Quản trị kinh doanh – Đại học Kinh tế Đà Nẵng
 • Thạc sỹ Quản trị kinh doanh - Học viện Quản trị kinh doanh UBI (Bỉ)

Kinh nghiệm:
Ông có gần 20 năm kinh nghiệm làm việc trong ngành tài chính, ngân hàng. Tại MB, ông từng đảm nhiệm nhiều vị trí chuyên môn và quản lý của ngân hàng như Giám đốc Chi nhánh, Giám đốc khối Hội sở, đến thành viên Ban điều hành phụ trách toàn bộ hoạt động kinh doanh khu vực phía Nam. Với sự dẫn dắt của ông, các đơn vị luôn hoàn thành vượt mức kế hoạch được giao, mang lại hiệu quả cho MB. Tháng 5.2023, Ông được tín nhiệm giao trọng trách Tổng giám đốc MB."
62,,"Ông TRẦN MINH ĐẠT
 Phó Tổng giám đốc
 Năm sinh: 1968
 Ngày bổ nhiệm: 01/11/2014

 Trình độ chuyên môn:
 • Cử nhân Tín dụng – Học viện Ngân hàng
 • Thạc sỹ Tài chính – Đại học Kinh tế Quốc dân

Kinh nghiệm:
 Từng giữ nhiều vị trí quan trọng tại MB từ năm 2008 như Giám đốc Chi nhánh Hai Bà Trưng, Giám đốc Chi nhánh Điện Biên Phủ. Tháng 11/2014, Ông được bổ nhiệm chức vụ Phó TGĐ của MB. Ngoài ra ông Đạt là Chủ Tịch Hội đồng thành viên – Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (MBAMC).","Ông Trần Minh Đạt, sinh năm 1968, là Phó Tổng giám đốc MB từ 11/2014, có trình độ Cử nhân Tín dụng và Thạc sỹ Tài chính, từng giữ nhiều vị trí quan trọng tại MB từ 2008.","
Ông TRẦN MINH ĐẠT
 Phó Tổng giám đốc
 Năm sinh: 1968
 Ngày bổ nhiệm: 01/11/2014

 Trình độ chuyên môn:
 • Cử nhân Tín dụng – Học viện Ngân hàng
 • Thạc sỹ Tài chính – Đại học Kinh tế Quốc dân

Kinh nghiệm:
 Từng giữ nhiều vị trí quan trọng tại MB từ năm 2008 như Giám đốc Chi nhánh Hai Bà Trưng, Giám đốc Chi nhánh Điện Biên Phủ. Tháng 11/2014, Ông được bổ nhiệm chức vụ Phó TGĐ của MB. Ngoài ra ông Đạt là Chủ Tịch Hội đồng thành viên – Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (MBAMC)."
63,,"Bà PHẠM THỊ TRUNG HÀ - Phó Tổng giám đốc Năm sinh: 1975
 Ngày bổ nhiệm: 27/04/2011

Trình độ chuyên môn:
 • Cử nhân Kinh tế – Học viện Ngân hàng
 • Thạc sỹ Kinh tế – Đại học Kinh tế Quốc dân
 Kinh nghiệm:
 Hơn 26 năm kinh nghiệm làm việc tại MB. Bà từng giữ nhiều vị trí quan trọng tại MB như Trưởng phòng Quản lý tín dụng, Giám đốc Khối QTRR. Với những đóng góp xuất sắc cho sự phát triển chung của MB, tháng 4/2011, Bà được bổ nhiệm vào vị trí Phó TGĐ. Với những thành tích tại mảng công việc được phân công, tháng 5/2023 bà Hà được bổ nhiệm lại tại vị trí Phó TGĐ phụ trách Khối QTRR, Ban Pháp chế của MB, và giữ vị trí Giám đốc rủi ro Tập đoàn.","Bà Phạm Thị Trung Hà, sinh năm 1975, có hơn 26 năm kinh nghiệm tại MB, được bổ nhiệm Phó Tổng Giám đốc từ năm 2011 và hiện phụ trách Khối QTRR, Ban Pháp chế, kiêm Giám đốc rủi ro Tập đoàn.","
Bà PHẠM THỊ TRUNG HÀ - Phó Tổng giám đốc Năm sinh: 1975
 Ngày bổ nhiệm: 27/04/2011

Trình độ chuyên môn:
 • Cử nhân Kinh tế – Học viện Ngân hàng
 • Thạc sỹ Kinh tế – Đại học Kinh tế Quốc dân
 Kinh nghiệm:
 Hơn 26 năm kinh nghiệm làm việc tại MB. Bà từng giữ nhiều vị trí quan trọng tại MB như Trưởng phòng Quản lý tín dụng, Giám đốc Khối QTRR. Với những đóng góp xuất sắc cho sự phát triển chung của MB, tháng 4/2011, Bà được bổ nhiệm vào vị trí Phó TGĐ. Với những thành tích tại mảng công việc được phân công, tháng 5/2023 bà Hà được bổ nhiệm lại tại vị trí Phó TGĐ phụ trách Khối QTRR, Ban Pháp chế của MB, và giữ vị trí Giám đốc rủi ro Tập đoàn."
64,,"Bà NGUYỄN MINH CHÂU
 Phó Tổng giám đốc
 Năm sinh: 1973
 Ngày bổ nhiệm: 23/11/2009

Trình độ chuyên môn:
 • Cử nhân Ngoại ngữ – Đại học Tổng hợp Hà Nội
 • Thạc sĩ Ngân hàng Tài chính - Đại học kinh tế Paris Dauphine (Pháp) và Trường cao học quản lý kinh tế Châu Âu ESCP (EAP)
Kinh nghiệm:
Hơn 28 năm trong lĩnh vực ngân hàng, nguồn vốn và ngoại hối. Bà chính thức trở thành thành viên của MB từ tháng 11/2009 với vị trí Phó TGĐ, phụ trách hoạt động Khối Nguồn vốn và Kinh doanh tiền tệ.","Bà Nguyễn Minh Châu, Phó Tổng giám đốc MB từ 2009, có hơn 28 năm kinh nghiệm trong lĩnh vực ngân hàng, nguồn vốn và ngoại hối, với trình độ thạc sĩ Ngân hàng Tài chính.","
Bà NGUYỄN MINH CHÂU
 Phó Tổng giám đốc
 Năm sinh: 1973
 Ngày bổ nhiệm: 23/11/2009

Trình độ chuyên môn:
 • Cử nhân Ngoại ngữ – Đại học Tổng hợp Hà Nội
 • Thạc sĩ Ngân hàng Tài chính - Đại học kinh tế Paris Dauphine (Pháp) và Trường cao học quản lý kinh tế Châu Âu ESCP (EAP)
Kinh nghiệm:
Hơn 28 năm trong lĩnh vực ngân hàng, nguồn vốn và ngoại hối. Bà chính thức trở thành thành viên của MB từ tháng 11/2009 với vị trí Phó TGĐ, phụ trách hoạt động Khối Nguồn vốn và Kinh doanh tiền tệ."
65,,"Ông LÊ QUỐC MINH Phó Tổng giám đốc
 Năm sinh: 1979
 Ngày bổ nhiệm: 26/11/2015

Trình độ chuyên môn:
• Cử nhân Kinh tế – Đại học Kinh tế Quốc dân
• Thạc sĩ Quản trị Kinh doanh - Đại học Kinh tế Quốc dân
• Tiến sĩ ngành Tài chính Ngân hàng - Học viện Hậu cần
Kinh nghiệm:
Hơn 18 năm công tác tại MB, ông Lê Quốc Minh đã nắm giữ nhiều vị trí quan trọng như Giám đốc Chi nhánh Ninh Bình; Phó Giám đốc Khối Doanh nghiệp lớn và các Định chế tài chính; Giám đốc Khối Khách hàng lớn. Tháng 11/2015, ông Lê Quốc Minh chính thức được giao nhiệm vụ Phó TGĐ MB. Hiện tại, Ông là Phó Tổng Giám đốc MB phụ trách Khối Thẩm định, Ban Khách hàng chiến lược.","Ông Lê Quốc Minh, sinh năm 1979, là Phó Tổng Giám đốc MB từ 26/11/2015, có hơn 18 năm kinh nghiệm tại MB và hiện phụ trách Khối Thẩm định, Ban Khách hàng chiến lược.","
Ông LÊ QUỐC MINH Phó Tổng giám đốc
 Năm sinh: 1979
 Ngày bổ nhiệm: 26/11/2015

Trình độ chuyên môn:
• Cử nhân Kinh tế – Đại học Kinh tế Quốc dân
• Thạc sĩ Quản trị Kinh doanh - Đại học Kinh tế Quốc dân
• Tiến sĩ ngành Tài chính Ngân hàng - Học viện Hậu cần
Kinh nghiệm:
Hơn 18 năm công tác tại MB, ông Lê Quốc Minh đã nắm giữ nhiều vị trí quan trọng như Giám đốc Chi nhánh Ninh Bình; Phó Giám đốc Khối Doanh nghiệp lớn và các Định chế tài chính; Giám đốc Khối Khách hàng lớn. Tháng 11/2015, ông Lê Quốc Minh chính thức được giao nhiệm vụ Phó TGĐ MB. Hiện tại, Ông là Phó Tổng Giám đốc MB phụ trách Khối Thẩm định, Ban Khách hàng chiến lược."
66,,"Ông HÀ TRỌNG KHIÊM
 Phó Tổng giám đốc
 Năm sinh: 1973
 Ngày bổ nhiệm: 26/11/2015

Trình độ chuyên môn:
 • Cử nhân Luật – Đại học Luật Hà Nội
 • Thạc sỹ Tài chính – Đại học Kinh tế Quốc dân
Kinh nghiệm:
Gia nhập MB từ năm 1996. Trong hơn 27 năm công tác tại MB, ông Hà Trọng Khiêm đã nắm giữ nhiều vị trí quan trọng như Giám đốc Chi nhánh Cần Thơ, Giám đốc Chi nhánh Sài Gòn, Giám đốc phụ trách Kinh doanh Khu vực phía Nam. Ông đã có nhiều đóng góp quan trọng trong sự phát triển kinh doanh của MB tại Khu vực phía Nam. Từ tháng 3/2019, Ông được giao vị trí Phó TGĐ MB kiêm Giám đốc CN Sở giao dịch 2.","Ông Hà Trọng Khiêm, Phó Tổng giám đốc MB từ 2015, có hơn 27 năm kinh nghiệm tại MB, từng giữ nhiều vị trí quan trọng và đóng góp lớn cho sự phát triển kinh doanh khu vực phía Nam.","
Ông HÀ TRỌNG KHIÊM
 Phó Tổng giám đốc
 Năm sinh: 1973
 Ngày bổ nhiệm: 26/11/2015

Trình độ chuyên môn:
 • Cử nhân Luật – Đại học Luật Hà Nội
 • Thạc sỹ Tài chính – Đại học Kinh tế Quốc dân
Kinh nghiệm:
Gia nhập MB từ năm 1996. Trong hơn 27 năm công tác tại MB, ông Hà Trọng Khiêm đã nắm giữ nhiều vị trí quan trọng như Giám đốc Chi nhánh Cần Thơ, Giám đốc Chi nhánh Sài Gòn, Giám đốc phụ trách Kinh doanh Khu vực phía Nam. Ông đã có nhiều đóng góp quan trọng trong sự phát triển kinh doanh của MB tại Khu vực phía Nam. Từ tháng 3/2019, Ông được giao vị trí Phó TGĐ MB kiêm Giám đốc CN Sở giao dịch 2."
67,,"Ông VŨ THÀNH TRUNG
Thành viên Ban điều hành
Năm sinh: 1981
Ngày bổ nhiệm: 18/08/2020

Trình độ chuyên môn:
• Cử nhân Kinh tế – Đại học Ngoại thương
• Thạc sĩ Quản trị kinh doanh – Đại học Quốc tế Nhật Bản
Kinh nghiệm
Gần 13 năm công tác tại MB Group. Ông Trung từng là Phó Tổng Giám đốc MBCapital, Phó Giám đốc Khối Đầu tư, Chánh Văn phòng CEO. Năm 2017, Ông Trung được giao trọng trách tổ chức các hoạt động Ngân hàng số tại MB và là Giám đốc Khối Ngân hàng số, từ tháng 01/2019 đồng thời là Phó Chủ tịch HĐQT của Công ty MBS. Dưới sự dẫn dắt của Ông Trung, Khối Ngân hàng số đã liên tục phát triển và ra mắt những tính năng mới, xây dựng vị thế hàng đầu của nền tảng số MB trên thị trường, cũng như tạo ra những thành công ban đầu trong việc triển khai các Dự án về chuyển đổi số tại MB. Từ tháng 08/2020, Ông Trung được bổ nhiệm vị trí Thành viên Ban điều hành, hiện Ông đang phụ trách Khối Ngân hàng số, Khối Khách hàng cá nhân, Ban Kế hoạch và Marketing của MB.","Ông Vũ Thành Trung, sinh năm 1981, là Thành viên Ban điều hành MB từ 18/08/2020, phụ trách Khối Ngân hàng số, Khối Khách hàng cá nhân, Ban Kế hoạch và Marketing, với gần 13 năm kinh nghiệm tại MB Group.","
Ông VŨ THÀNH TRUNG
Thành viên Ban điều hành
Năm sinh: 1981
Ngày bổ nhiệm: 18/08/2020

Trình độ chuyên môn:
• Cử nhân Kinh tế – Đại học Ngoại thương
• Thạc sĩ Quản trị kinh doanh – Đại học Quốc tế Nhật Bản
Kinh nghiệm
Gần 13 năm công tác tại MB Group. Ông Trung từng là Phó Tổng Giám đốc MBCapital, Phó Giám đốc Khối Đầu tư, Chánh Văn phòng CEO. Năm 2017, Ông Trung được giao trọng trách tổ chức các hoạt động Ngân hàng số tại MB và là Giám đốc Khối Ngân hàng số, từ tháng 01/2019 đồng thời là Phó Chủ tịch HĐQT của Công ty MBS. Dưới sự dẫn dắt của Ông Trung, Khối Ngân hàng số đã liên tục phát triển và ra mắt những tính năng mới, xây dựng vị thế hàng đầu của nền tảng số MB trên thị trường, cũng như tạo ra những thành công ban đầu trong việc triển khai các Dự án về chuyển đổi số tại MB. Từ tháng 08/2020, Ông Trung được bổ nhiệm vị trí Thành viên Ban điều hành, hiện Ông đang phụ trách Khối Ngân hàng số, Khối Khách hàng cá nhân, Ban Kế hoạch và Marketing của MB."
68,,"Ông VŨ HỒNG PHÚ
Thành viên Ban điều hành
Năm sinh: 1983
Ngày bổ nhiệm: 18/08/2020

Trình độ chuyên môn:
 • Cử nhân Kinh tế – Đại học Ngoại thương
 • Thạc sĩ Kinh tế Ngân hàng và Tài chính – Đại học Paris Dauphine và ESCP EUROPE

Kinh nghiệm: Hơn 16 năm làm việc tại MB Group, Ông được ghi nhận là nhân tố trẻ thực hiện xuất sắc các vị trí quan trọng như Chánh Văn phòng HĐQT MB, TGĐ Công ty TNHH Bảo hiểm nhân thọ MB Ageas. Hoạt động của MB Ageas Life dưới sự điều hành của Ông Vũ Hồng Phú đã có lãi sau 3 năm hoạt động, giúp nâng cao vị thế tập đoàn tài chính đa năng cho MB Group. Tháng 08/2020, Ông Phú được bổ nhiệm Thành viên BĐH phụ trách Khối Khách hàng vừa và nhỏ của MB đồng thời là Phó Chủ tịch HĐTV, TGĐ Công ty TNHH Bảo hiểm nhân thọ MB Ageas.","Ông Vũ Hồng Phú, sinh năm 1983, có hơn 16 năm kinh nghiệm tại MB Group, hiện là Thành viên Ban điều hành, Phó Chủ tịch HĐTV và TGĐ Công ty TNHH Bảo hiểm nhân thọ MB Ageas.","
Ông VŨ HỒNG PHÚ
Thành viên Ban điều hành
Năm sinh: 1983
Ngày bổ nhiệm: 18/08/2020

Trình độ chuyên môn:
 • Cử nhân Kinh tế – Đại học Ngoại thương
 • Thạc sĩ Kinh tế Ngân hàng và Tài chính – Đại học Paris Dauphine và ESCP EUROPE

Kinh nghiệm: Hơn 16 năm làm việc tại MB Group, Ông được ghi nhận là nhân tố trẻ thực hiện xuất sắc các vị trí quan trọng như Chánh Văn phòng HĐQT MB, TGĐ Công ty TNHH Bảo hiểm nhân thọ MB Ageas. Hoạt động của MB Ageas Life dưới sự điều hành của Ông Vũ Hồng Phú đã có lãi sau 3 năm hoạt động, giúp nâng cao vị thế tập đoàn tài chính đa năng cho MB Group. Tháng 08/2020, Ông Phú được bổ nhiệm Thành viên BĐH phụ trách Khối Khách hàng vừa và nhỏ của MB đồng thời là Phó Chủ tịch HĐTV, TGĐ Công ty TNHH Bảo hiểm nhân thọ MB Ageas."
69,,"Bà TRẦN THỊ BẢO QUẾ
 Thành viên Ban điều hành
 Năm sinh: 1977
 Ngày bổ nhiệm: 14/02/2019

Trình độ chuyên môn:
• Cử nhân Ngoại ngữ – Đại học Ngoại ngữ
• Thạc sĩ Kinh tế – Đại học Ngoại thương
Kinh nghiệm:
Một trong những nhân sự được MB đào tạo từ khi còn trẻ, đã trưởng thành từ môi trường của MB và có nhiều đóng góp cho MB. Bà Bảo Quế đã có hơn 23 năm gắn bó với MB và nhiều năm liền nắm giữ các vị trí quan trọng tại MB như Giám đốc Nhân sự, Lãnh đạo Dự án đào tạo. Bà đã thành công trong việc ghi dấu ấn trong hoạt động triển khai các Dự án về chuyển đổi, gắn kết sức mạnh nguồn lực toàn MB. Tháng 02/2019, Bà Quế được bổ nhiệm Thành viên BĐH phụ trách Khối Mạng lưới và Quản lý chất lượng, Khối Hành chính, Văn phòng Đại diện Nga, Chi nhánh Lào.","Bà Trần Thị Bảo Quế, sinh năm 1977, là thành viên Ban điều hành MB từ 14/02/2019, có hơn 23 năm kinh nghiệm và đã giữ nhiều vị trí quan trọng tại MB.","
Bà TRẦN THỊ BẢO QUẾ
 Thành viên Ban điều hành
 Năm sinh: 1977
 Ngày bổ nhiệm: 14/02/2019

Trình độ chuyên môn:
• Cử nhân Ngoại ngữ – Đại học Ngoại ngữ
• Thạc sĩ Kinh tế – Đại học Ngoại thương
Kinh nghiệm:
Một trong những nhân sự được MB đào tạo từ khi còn trẻ, đã trưởng thành từ môi trường của MB và có nhiều đóng góp cho MB. Bà Bảo Quế đã có hơn 23 năm gắn bó với MB và nhiều năm liền nắm giữ các vị trí quan trọng tại MB như Giám đốc Nhân sự, Lãnh đạo Dự án đào tạo. Bà đã thành công trong việc ghi dấu ấn trong hoạt động triển khai các Dự án về chuyển đổi, gắn kết sức mạnh nguồn lực toàn MB. Tháng 02/2019, Bà Quế được bổ nhiệm Thành viên BĐH phụ trách Khối Mạng lưới và Quản lý chất lượng, Khối Hành chính, Văn phòng Đại diện Nga, Chi nhánh Lào."
